id_TnszYsqBCf_5yq_UNS9rEuzFA	Alfredo_B._Crevenna	actedIn	Una_mujer_en_la_calle	inDateTime	1955
id_?3icil9eeD_5yq_X8twNdpUzc	Angeline_Malik	actedIn	Kala_Pul	inDateTime	2016-11
id_1n??YLNsSs_5yq_OAjGZaR2O!	Barbara_Windsor	actedIn	Disaster_Masters	inDateTime	2005
id_Yjo2t9PWbj_5yq_gzH3?Wdjtj	Bernd_Herzsprung	actedIn	SOKO_München	inDateTime	1978
id_1la0PmR!i8_5yq_7mPkmheOTy	Buddy_Ebsen	actedIn	Matt_Houston	inDateTime	1984
id_MgBPOT61gD_5yq_0K2FPc5NSh	Carlo_Verdone	actedIn	My_Best_Enemy_(2006_film)	inDateTime	2006
id_U4uLve6ngA_5yq_SzhT2dk!3l	Charles_Bronson	actedIn	Death_Wish_(film_series)	inDateTime	1974
id_yOB6jd7lNv_5yq_fqY2E?r0Sw	Francisco_Rabal	actedIn	Counselor_at_Crime	inDateTime	2013
id_tT29Rnpqrv_5yq_uX1QiTicJV	George_Tzavellas	actedIn	Applause_(1944_film)	inDateTime	1944
id_hd9BCKTk3m_5yq_wMI3cmamSr	Giuseppe_Addobbati	actedIn	The_Vampire_of_the_Opera	inDateTime	2015
id_xTqe3xU8r0_5yq_wkQdqZ??k?	István_Szabó	actedIn	Age_of_Illusions	inDateTime	1965
id_Y8CX3dyMju_5yq_FuSGviHFHj	John_Rawlins_(director)	actedIn	Air_Devils	inDateTime	1938
id_5OREjsm6rv_5yq_gzH3?Wdjtj	Joscha_Kiefer	actedIn	SOKO_München	inDateTime	2010
id_sAeKQH93KU_5yq_khHBTwrgP7	Juliusz_Machulski	actedIn	Kołysanka	inDateTime	2010
id_GKc97zZSMg_5yq_f9nRRZcg6X	Kazufumi_Miyazawa	actedIn	Haru_(1996_film)	inDateTime	2008
id_EmASDkjFVf_5yq_FuSGviHFHj	Mamo_Clark	actedIn	Air_Devils	inDateTime	1935
id_GOgQTzL6Km_5yq_vZ!LjRuCOL	Mark_Shera	actedIn	Barnaby_Jones	inDateTime	1976
id_88HKgCF9Xz_5yq_D4keL?5a?V	Meena_Kumari	actedIn	Bachchon_Ka_Khel	inDateTime	2010
id_YFu2?xrLkM_5yq_VhuBo14f6q	Michel_Blanc	actedIn	Marche_à_l'ombre_(film)	inDateTime	1984
id_8dHwLGEJmj_5yq_MMycY?sdgL	Mikael_Birkkjær	actedIn	The_Killing_(Danish_TV_series)	inDateTime	2009
id_O!X12zLqGm_5yq_MMycY?sdgL	Morten_Suurballe	actedIn	The_Killing_(Danish_TV_series)	inDateTime	2007
id_KZ4nhxbq0J_5yq_aNFILXPa?f	Nicolas_Boukhrief	actedIn	Cortex_(film)	inDateTime	2008
id_nHvIwNsvhH_5yq_MMycY?sdgL	Nikolaj_Lie_Kaas	actedIn	The_Killing_(Danish_TV_series)	inDateTime	2012
id_O9wtV!AeT_5yq_14zMpPnba9	Nozomu_Sasaki	actedIn	Ganbare!_Gian!!	inDateTime	2016-04
id_BVMWBlfIjJ_5yq_oYHACpRwlM	Olaf_Lubaszenko	actedIn	Testosterone_(2007_film)	inDateTime	2007
id_hzBBV4kzA1_5yq_H!Rr03LzaZ	Ombretta_Colli	actedIn	The_Blancheville_Monster	inDateTime	2009
id_Ka9rB8lAjw_5yq_clzD38SkUs	Samuel_Benchetrit	actedIn	I_Always_Wanted_to_Be_a_Gangster	inDateTime	2008
id_eCwUmkyEyu_5yq_plcq2Lh!i5	Sanath_Gunathilake	actedIn	Suwanda_Denuna_Jeewithe	inDateTime	2017-03
id_TklVCx9ECv_5yq_CTatA?REVC	Sebastián_Silva_(director)	actedIn	Old_Cats	inDateTime	2011
id_pt5cLz?ec0_5yq_MMycY?sdgL	Sofie_Gråbøl	actedIn	The_Killing_(Danish_TV_series)	inDateTime	2007
id_l!elFAIWW5_5yq_MMycY?sdgL	Søren_Malling	actedIn	The_Killing_(Danish_TV_series)	inDateTime	2007
id_hh5RYbgG2X_5yq_WekSLWZNqg	Stephanie_Beacham	actedIn	Super_Bitch	inDateTime	2013
id_GS97cW?yTW_5yq_aTRzL!6Yq3	Tito_Davison	actedIn	Negro_es_mi_color	inDateTime	1951
id_npI5oDHzdw_5yq_gzH3?Wdjtj	Werner_Kreindl	actedIn	SOKO_München	inDateTime	1978
id_h6nYFPmDMw_5yq_gzH3?Wdjtj	Wilfried_Klaus	actedIn	SOKO_München	inDateTime	1978
id_Xb0u1rskWg_5yq_9JTf9qZxxV	Yoshio_Tsuchiya	actedIn	Destroy_All_Monsters	inDateTime	1996
